cl.nom,cl.ave,temp,week,species,group,conc.meso,biomass.ug
0,18.26,A,0,eubosmina.tubicen,cladoceran,0,1.11483796
0,20.605,W,0,eubosmina.tubicen,cladoceran,0.347222222,1.537811286
0,18.26,A,0,euchlanis,rotifer,0,0.001462128
0,20.605,W,0,euchlanis,rotifer,0,0.001462128
0,18.26,A,0,gastropus,rotifer,0.092592593,0.000207641
0,20.605,W,0,gastropus,rotifer,0,0.000190041
0,18.26,A,0,holopedium.glacialis,cladoceran,1.481481481,177.6730918
0,20.605,W,0,holopedium.glacialis,cladoceran,1.273148148,155.2379936
0,18.26,A,0,imm.calanoid,copepod,2.12962963,4.304047284
0,20.605,W,0,imm.calanoid,copepod,2.893518519,4.34820304
0,18.26,A,0,imm.cyclopoid,copepod,11.68981481,7.116295669
0,20.605,W,0,imm.cyclopoid,copepod,4.74537037,3.639562238
0,18.26,A,0,kellicottia,rotifer,10.18518519,0.55925926
0,20.605,W,0,kellicottia,rotifer,5.787037037,0.339351852
0,18.26,A,0,keratella,rotifer,44.90740741,0.00184703
0,20.605,W,0,keratella,rotifer,22.22222222,0.001438697
0,18.26,A,0,latona.glacialis,cladoceran,0,NA
0,20.605,W,0,latona.glacialis,cladoceran,0,NA
0,18.26,A,0,lecane,rotifer,0,0.047192156
0,20.605,W,0,lecane,rotifer,0,0.047192156
0,18.26,A,0,lepadella,rotifer,0,0.000629856
0,20.605,W,0,lepadella,rotifer,0,0.000629856
0,18.26,A,0,leptodiaptomus.minutus,copepod,0.185185185,4.46643423
0,20.605,W,0,leptodiaptomus.minutus,copepod,0.347222222,4.988711247
0,18.26,A,0,leptodora.kindtii,cladoceran,0,0.008
0,20.605,W,0,leptodora.kindtii,cladoceran,0,0.008
0,18.26,A,0,mesocyclops.edax,copepod,0,7.921666339
0,20.605,W,0,mesocyclops.edax,copepod,0,7.921666339
0,18.26,A,0,microcyclops.varicans,copepod,0.555555556,0.461154578
0,20.605,W,0,microcyclops.varicans,copepod,0,0.321645705
0,18.26,A,0,monostyla,rotifer,0,0.12
0,20.605,W,0,monostyla,rotifer,0,0.12
0,18.26,A,0,nauplii,copepod,8.449074074,7.306050344
0,20.605,W,0,nauplii,copepod,9.722222222,8.476637412
0,18.26,A,0,orthocyclops.modestus,copepod,0.092592593,7.269162186
0,20.605,W,0,orthocyclops.modestus,copepod,0.115740741,7.371160546
0,18.26,A,0,ploesoma,rotifer,0.925925926,0.002681185
0,20.605,W,0,ploesoma,rotifer,1.388888889,0.003324704
0,18.26,A,0,polyarthra,rotifer,3.240740741,0.002374251
0,20.605,W,0,polyarthra,rotifer,1.041666667,0.001142769
0,18.26,A,0,pompholyx,rotifer,0,0.000263009
0,20.605,W,0,pompholyx,rotifer,0.231481481,0.000323209
0,18.26,A,0,scaphaloberis.mucronata,cladoceran,0,2.007517497
0,20.605,W,0,scaphaloberis.mucronata,cladoceran,0,2.007517497
0,18.26,A,0,sida.crystallina,cladoceran,0,9.988822074
0,20.605,W,0,sida.crystallina,cladoceran,0,9.988822074
0,18.26,A,0,skistodiaptomus.oregonensis,copepod,0.37037037,7.400953254
0,20.605,W,0,skistodiaptomus.oregonensis,copepod,0.231481481,6.69939529
0,18.26,A,0,synchaeta,rotifer,0,0.000461136
0,20.605,W,0,synchaeta,rotifer,0.347222222,0.000606969
0,18.26,A,0,trichocerca,rotifer,0.277777778,0.093982917
0,20.605,W,0,trichocerca,rotifer,0.231481481,0.089353287
0,18.26,A,0,trichotria,rotifer,0,0.000300038
0,20.605,W,0,trichotria,rotifer,0,0.000300038
0,18.26,A,0,tropocyclops.prasinus.extensus,copepod,2.407407407,3.994785761
0,20.605,W,0,tropocyclops.prasinus.extensus,copepod,3.125,4.884710702
0,18.26,A,0,tylotrocha,rotifer,0,0.028702933
0,20.605,W,0,tylotrocha,rotifer,0,0.028702933
10,29.21,A,0,anuraeopsis,rotifer,0,0.002999999
10,27.405,W,0,anuraeopsis,rotifer,0,0.002999999
10,29.21,A,0,ascomorpha,rotifer,0.925925926,0.000243318
10,27.405,W,0,ascomorpha,rotifer,1.041666667,0.000255579
10,29.21,A,0,asplancha,rotifer,0.540123457,0.003154561
10,27.405,W,0,asplancha,rotifer,0.578703704,0.005225116
10,29.21,A,0,bipalpus,rotifer,0.462962963,0.000751035
10,27.405,W,0,bipalpus,rotifer,0.347222222,0.000597794
10,29.21,A,0,bosmina.longirostris,cladoceran,1.00308642,3.630474105
10,27.405,W,0,bosmina.longirostris,cladoceran,1.62037037,3.593358236
10,29.21,A,0,brachionus,rotifer,0,0.000626808
10,27.405,W,0,brachionus,rotifer,0.462962963,0.000916997
10,29.21,A,0,ceriodaphnia.dubia,cladoceran,1.543209877,1.234182865
10,27.405,W,0,ceriodaphnia.dubia,cladoceran,1.157407407,1.135918265
10,29.21,A,0,chydorid.spp,cladoceran,0,1.535838575
10,27.405,W,0,chydorid.spp,cladoceran,0.115740741,1.738032131
10,29.21,A,0,chydorus.sphaericus,cladoceran,0,0.479491816
10,27.405,W,0,chydorus.sphaericus,cladoceran,0,0.479491816
10,29.21,A,0,collotheca.pelagica,rotifer,0.154320988,0.010670878
10,27.405,W,0,collotheca.pelagica,rotifer,2.199074074,0.024548984
10,29.21,A,0,conochilus,rotifer,0,0.05
10,27.405,W,0,conochilus,rotifer,1.967592593,0.14837963
10,29.21,A,0,cyclops.scutifer,copepod,0,2.999700725
10,27.405,W,0,cyclops.scutifer,copepod,0,2.999700725
10,29.21,A,0,daphnia.longiremus,cladoceran,1.851851852,1.209123752
10,27.405,W,0,daphnia.longiremus,cladoceran,1.736111111,1.273029036
10,29.21,A,0,daphnia.mendotae,cladoceran,0.848765432,19.92895699
10,27.405,W,0,daphnia.mendotae,cladoceran,1.736111111,25.54376519
10,29.21,A,0,diacyclops.thomasi,copepod,0.540123457,0.920527336
10,27.405,W,0,diacyclops.thomasi,copepod,1.157407407,0.941083999
10,29.21,A,0,diaphanosoma.brachyrum,cladoceran,0.308641975,0.670653817
10,27.405,W,0,diaphanosoma.brachyrum,cladoceran,0.231481481,0.554287148
10,29.21,A,0,epischura.lacustris,copepod,0,7.253513626
10,27.405,W,0,epischura.lacustris,copepod,0,7.253513626
10,29.21,A,0,eubosmina.coregoni,cladoceran,0,2.630028815
10,27.405,W,0,eubosmina.coregoni,cladoceran,0,2.630028815
10,29.21,A,0,eubosmina.longirostris,cladoceran,2.160493827,2.706803391
10,27.405,W,0,eubosmina.longirostris,cladoceran,1.273148148,1.890381159
10,29.21,A,0,eubosmina.tubicen,cladoceran,0.231481481,1.368352574
10,27.405,W,0,eubosmina.tubicen,cladoceran,0,1.11483796
10,29.21,A,0,euchlanis,rotifer,0.385802469,0.002002251
10,27.405,W,0,euchlanis,rotifer,0,0.001462128
10,29.21,A,0,gastropus,rotifer,0,0.000190041
10,27.405,W,0,gastropus,rotifer,0,0.000190041
10,29.21,A,0,holopedium.glacialis,cladoceran,1.157407407,128.1618386
10,27.405,W,0,holopedium.glacialis,cladoceran,0.694444444,102.2352855
10,29.21,A,0,imm.calanoid,copepod,1.388888889,3.252195431
10,27.405,W,0,imm.calanoid,copepod,0.925925926,3.201598713
10,29.21,A,0,imm.cyclopoid,copepod,19.67592593,11.56455956
10,27.405,W,0,imm.cyclopoid,copepod,5.787037037,5.185704185
10,29.21,A,0,kellicottia,rotifer,13.19444444,0.709722222
10,27.405,W,0,kellicottia,rotifer,4.976851852,0.298842593
10,29.21,A,0,keratella,rotifer,59.02777778,0.002101197
10,27.405,W,0,keratella,rotifer,22.68518519,0.048656602
10,29.21,A,0,latona.glacialis,cladoceran,0,NA
10,27.405,W,0,latona.glacialis,cladoceran,0,NA
10,29.21,A,0,lecane,rotifer,0,0.047192156
10,27.405,W,0,lecane,rotifer,0,0.047192156
10,29.21,A,0,lepadella,rotifer,0,0.000629856
10,27.405,W,0,lepadella,rotifer,0,0.000629856
10,29.21,A,0,leptodiaptomus.minutus,copepod,0,3.529083813
10,27.405,W,0,leptodiaptomus.minutus,copepod,0.115740741,3.79478871
10,29.21,A,0,leptodora.kindtii,cladoceran,0.077160494,0.008617284
10,27.405,W,0,leptodora.kindtii,cladoceran,0,0.008
10,29.21,A,0,mesocyclops.edax,copepod,0,7.921666339
10,27.405,W,0,mesocyclops.edax,copepod,0,7.921666339
10,29.21,A,0,microcyclops.varicans,copepod,0,0.321645705
10,27.405,W,0,microcyclops.varicans,copepod,1.041666667,0.608289668
10,29.21,A,0,monostyla,rotifer,0.462962963,0.175555556
10,27.405,W,0,monostyla,rotifer,13.88888889,1.786666667
10,29.21,A,0,nauplii,copepod,8.024691358,6.979275653
10,27.405,W,0,nauplii,copepod,3.819444444,3.821227142
10,29.21,A,0,orthocyclops.modestus,copepod,0.231481481,7.57992226
10,27.405,W,0,orthocyclops.modestus,copepod,0.115740741,8.168571076
10,29.21,A,0,ploesoma,rotifer,0.154320988,0.001608654
10,27.405,W,0,ploesoma,rotifer,1.041666667,0.002450925
10,29.21,A,0,polyarthra,rotifer,0.848765432,0.001034745
10,27.405,W,0,polyarthra,rotifer,0.115740741,0.000573136
10,29.21,A,0,pompholyx,rotifer,1.080246914,0.000543873
10,27.405,W,0,pompholyx,rotifer,0,0.000263009
10,29.21,A,0,scaphaloberis.mucronata,cladoceran,0,2.007517497
10,27.405,W,0,scaphaloberis.mucronata,cladoceran,0.115740741,2.055112273
10,29.21,A,0,sida.crystallina,cladoceran,0,9.988822074
10,27.405,W,0,sida.crystallina,cladoceran,0,9.988822074
10,29.21,A,0,skistodiaptomus.oregonensis,copepod,0.308641975,6.774091936
10,27.405,W,0,skistodiaptomus.oregonensis,copepod,0.115740741,6.075963169
10,29.21,A,0,synchaeta,rotifer,0,0.000461136
10,27.405,W,0,synchaeta,rotifer,1.967592593,0.001076537
10,29.21,A,0,trichocerca,rotifer,0.385802469,0.104785386
10,27.405,W,0,trichocerca,rotifer,0.347222222,0.08356625
10,29.21,A,0,trichotria,rotifer,0,0.000300038
10,27.405,W,0,trichotria,rotifer,0,0.000300038
10,29.21,A,0,tropocyclops.prasinus.extensus,copepod,4.012345679,5.877269015
10,27.405,W,0,tropocyclops.prasinus.extensus,copepod,0.115740741,1.301839037
10,29.21,A,0,tylotrocha,rotifer,0.077160494,0.030917439
10,27.405,W,0,tylotrocha,rotifer,0,0.028702933
20,39,A,0,anuraeopsis,rotifer,0,0.002999999
20,16.91,W,0,anuraeopsis,rotifer,0,0.002999999
20,39,A,0,ascomorpha,rotifer,3.240740741,0.000541722
20,16.91,W,0,ascomorpha,rotifer,3.240740741,0.000425287
20,39,A,0,asplancha,rotifer,0.115740741,0.00212091
20,16.91,W,0,asplancha,rotifer,0,0.00205811
20,39,A,0,bipalpus,rotifer,0.231481481,0.000568694
20,16.91,W,0,bipalpus,rotifer,0.154320988,0.000548394
20,39,A,0,bosmina.longirostris,cladoceran,2.430555556,6.210374329
20,16.91,W,0,bosmina.longirostris,cladoceran,1.080246914,3.484083265
20,39,A,0,brachionus,rotifer,0,0.000626808
20,16.91,W,0,brachionus,rotifer,0,0.000626808
20,39,A,0,ceriodaphnia.dubia,cladoceran,1.50462963,1.241877172
20,16.91,W,0,ceriodaphnia.dubia,cladoceran,1.234567901,1.048850411
20,39,A,0,chydorid.spp,cladoceran,0,1.535838575
20,16.91,W,0,chydorid.spp,cladoceran,0,1.535838575
20,39,A,0,chydorus.sphaericus,cladoceran,0,0.479491816
20,16.91,W,0,chydorus.sphaericus,cladoceran,0,0.479491816
20,39,A,0,collotheca.pelagica,rotifer,1.157407407,0.0136813
20,16.91,W,0,collotheca.pelagica,rotifer,0.771604938,0.012960828
20,39,A,0,conochilus,rotifer,0.578703704,0.078935185
20,16.91,W,0,conochilus,rotifer,2.314814815,0.165740741
20,39,A,0,cyclops.scutifer,copepod,0,2.999700725
20,16.91,W,0,cyclops.scutifer,copepod,0,2.999700725
20,39,A,0,daphnia.longiremus,cladoceran,1.273148148,1.125437637
20,16.91,W,0,daphnia.longiremus,cladoceran,2.469135802,1.988309551
20,39,A,0,daphnia.mendotae,cladoceran,1.967592593,28.17336366
20,16.91,W,0,daphnia.mendotae,cladoceran,0.154320988,12.87304635
20,39,A,0,diacyclops.thomasi,copepod,1.157407407,1.100229617
20,16.91,W,0,diacyclops.thomasi,copepod,0.462962963,0.908977217
20,39,A,0,diaphanosoma.brachyrum,cladoceran,0.347222222,0.705915856
20,16.91,W,0,diaphanosoma.brachyrum,cladoceran,1.080246914,0.953896803
20,39,A,0,epischura.lacustris,copepod,0,7.253513626
20,16.91,W,0,epischura.lacustris,copepod,0,7.253513626
20,39,A,0,eubosmina.coregoni,cladoceran,0,2.630028815
20,16.91,W,0,eubosmina.coregoni,cladoceran,0,2.630028815
20,39,A,0,eubosmina.longirostris,cladoceran,1.50462963,2.105834498
20,16.91,W,0,eubosmina.longirostris,cladoceran,1.543209877,2.695270518
20,39,A,0,eubosmina.tubicen,cladoceran,0,1.11483796
20,16.91,W,0,eubosmina.tubicen,cladoceran,0,1.11483796
20,39,A,0,euchlanis,rotifer,0,0.001462128
20,16.91,W,0,euchlanis,rotifer,0,0.001462128
20,39,A,0,gastropus,rotifer,0,0.000190041
20,16.91,W,0,gastropus,rotifer,0,0.000190041
20,39,A,0,holopedium.glacialis,cladoceran,1.388888889,138.5522983
20,16.91,W,0,holopedium.glacialis,cladoceran,1.697530864,193.427324
20,39,A,0,imm.calanoid,copepod,2.430555556,3.319691965
20,16.91,W,0,imm.calanoid,copepod,1.543209877,2.665803704
20,39,A,0,imm.cyclopoid,copepod,8.179012346,6.953327248
20,16.91,W,0,imm.cyclopoid,copepod,20.13888889,13.63386162
20,39,A,0,kellicottia,rotifer,12.19135802,0.659567901
20,16.91,W,0,kellicottia,rotifer,6.481481481,0.374074074
20,39,A,0,keratella,rotifer,26.85185185,0.04694961
20,16.91,W,0,keratella,rotifer,24.30555556,0.045639136
20,39,A,0,latona.glacialis,cladoceran,0,NA
20,16.91,W,0,latona.glacialis,cladoceran,0,NA
20,39,A,0,lecane,rotifer,0,0.047192156
20,16.91,W,0,lecane,rotifer,0,0.047192156
20,39,A,0,lepadella,rotifer,0,0.000629856
20,16.91,W,0,lepadella,rotifer,0,0.000629856
20,39,A,0,leptodiaptomus.minutus,copepod,0.115740741,3.783866663
20,16.91,W,0,leptodiaptomus.minutus,copepod,0.154320988,3.885757076
20,39,A,0,leptodora.kindtii,cladoceran,0,0.008
20,16.91,W,0,leptodora.kindtii,cladoceran,0,0.008
20,39,A,0,mesocyclops.edax,copepod,0,7.921666339
20,16.91,W,0,mesocyclops.edax,copepod,0.154320988,9.853410055
20,39,A,0,microcyclops.varicans,copepod,2.893518519,1.428738904
20,16.91,W,0,microcyclops.varicans,copepod,0.154320988,0.346308992
20,39,A,0,monostyla,rotifer,0,0.12
20,16.91,W,0,monostyla,rotifer,0.771604938,0.212592593
20,39,A,0,nauplii,copepod,5.671296296,5.35906783
20,16.91,W,0,nauplii,copepod,7.407407407,6.573914195
20,39,A,0,orthocyclops.modestus,copepod,0,6.725782896
20,16.91,W,0,orthocyclops.modestus,copepod,0.308641975,7.903784939
20,39,A,0,ploesoma,rotifer,0.462962963,0.001987087
20,16.91,W,0,ploesoma,rotifer,0.925925926,0.002409686
20,39,A,0,polyarthra,rotifer,2.314814815,0.001953048
20,16.91,W,0,polyarthra,rotifer,0.771604938,0.000827815
20,39,A,0,pompholyx,rotifer,0,0.000263009
20,16.91,W,0,pompholyx,rotifer,0,0.000263009
20,39,A,0,scaphaloberis.mucronata,cladoceran,0,2.007517497
20,16.91,W,0,scaphaloberis.mucronata,cladoceran,0,2.007517497
20,39,A,0,sida.crystallina,cladoceran,0,9.988822074
20,16.91,W,0,sida.crystallina,cladoceran,0,9.988822074
20,39,A,0,skistodiaptomus.oregonensis,copepod,0,5.493791462
20,16.91,W,0,skistodiaptomus.oregonensis,copepod,0,5.493791462
20,39,A,0,synchaeta,rotifer,0.231481481,0.000529636
20,16.91,W,0,synchaeta,rotifer,0,0.000461136
20,39,A,0,trichocerca,rotifer,0.115740741,0.071992176
20,16.91,W,0,trichocerca,rotifer,0.617283951,0.097069337
20,39,A,0,trichotria,rotifer,0,0.000300038
20,16.91,W,0,trichotria,rotifer,0,0.000300038
20,39,A,0,tropocyclops.prasinus.extensus,copepod,0.462962963,1.881666944
20,16.91,W,0,tropocyclops.prasinus.extensus,copepod,2.469135802,3.732683641
20,39,A,0,tylotrocha,rotifer,0,0.028702933
20,16.91,W,0,tylotrocha,rotifer,0,0.028702933
30,51.42,A,0,anuraeopsis,rotifer,0,0.002999999
30,50.335,W,0,anuraeopsis,rotifer,0,0.002999999
30,51.42,A,0,ascomorpha,rotifer,1.697530864,0.000337454
30,50.335,W,0,ascomorpha,rotifer,2.932098765,0.000460448
30,51.42,A,0,asplancha,rotifer,0.077160494,0.002214746
30,50.335,W,0,asplancha,rotifer,0,0.00205811
30,51.42,A,0,bipalpus,rotifer,0,0.000510294
30,50.335,W,0,bipalpus,rotifer,0,0.000510294
30,51.42,A,0,bosmina.longirostris,cladoceran,0.154320988,2.363353239
30,50.335,W,0,bosmina.longirostris,cladoceran,0.925925926,3.409276736
30,51.42,A,0,brachionus,rotifer,0,0.000626808
30,50.335,W,0,brachionus,rotifer,0,0.000626808
30,51.42,A,0,ceriodaphnia.dubia,cladoceran,1.311728395,1.193498801
30,50.335,W,0,ceriodaphnia.dubia,cladoceran,1.234567901,1.090374505
30,51.42,A,0,chydorid.spp,cladoceran,0,1.535838575
30,50.335,W,0,chydorid.spp,cladoceran,0,1.535838575
30,51.42,A,0,chydorus.sphaericus,cladoceran,0,0.479491816
30,50.335,W,0,chydorus.sphaericus,cladoceran,0,0.479491816
30,51.42,A,0,collotheca.pelagica,rotifer,0,0.00922489
30,50.335,W,0,collotheca.pelagica,rotifer,0.462962963,0.017779974
30,51.42,A,0,conochilus,rotifer,35.87962963,1.843981482
30,50.335,W,0,conochilus,rotifer,4.166666667,0.258333333
30,51.42,A,0,cyclops.scutifer,copepod,0,2.999700725
30,50.335,W,0,cyclops.scutifer,copepod,0,2.999700725
30,51.42,A,0,daphnia.longiremus,cladoceran,2.314814815,1.246374492
30,50.335,W,0,daphnia.longiremus,cladoceran,1.851851852,1.177658266
30,51.42,A,0,daphnia.mendotae,cladoceran,0.385802469,16.88786149
30,50.335,W,0,daphnia.mendotae,cladoceran,1.543209877,28.05043305
30,51.42,A,0,diacyclops.thomasi,copepod,0.617283951,1.009003312
30,50.335,W,0,diacyclops.thomasi,copepod,1.388888889,1.081124229
30,51.42,A,0,diaphanosoma.brachyrum,cladoceran,0.617283951,0.84505163
30,50.335,W,0,diaphanosoma.brachyrum,cladoceran,0.154320988,0.530137702
30,51.42,A,0,epischura.lacustris,copepod,0,7.253513626
30,50.335,W,0,epischura.lacustris,copepod,0.154320988,8.797401068
30,51.42,A,0,eubosmina.coregoni,cladoceran,0,2.630028815
30,50.335,W,0,eubosmina.coregoni,cladoceran,0,2.630028815
30,51.42,A,0,eubosmina.longirostris,cladoceran,1.080246914,2.08611435
30,50.335,W,0,eubosmina.longirostris,cladoceran,0.925925926,1.896804024
30,51.42,A,0,eubosmina.tubicen,cladoceran,0,1.11483796
30,50.335,W,0,eubosmina.tubicen,cladoceran,0,1.11483796
30,51.42,A,0,euchlanis,rotifer,0.077160494,0.001570153
30,50.335,W,0,euchlanis,rotifer,0,0.001462128
30,51.42,A,0,gastropus,rotifer,0,0.000190041
30,50.335,W,0,gastropus,rotifer,0,0.000190041
30,51.42,A,0,holopedium.glacialis,cladoceran,1.466049383,179.0916829
30,50.335,W,0,holopedium.glacialis,cladoceran,0.617283951,105.366392
30,51.42,A,0,imm.calanoid,copepod,2.546296296,4.895713949
30,50.335,W,0,imm.calanoid,copepod,2.160493827,3.654439717
30,51.42,A,0,imm.cyclopoid,copepod,7.638888889,4.859929931
30,50.335,W,0,imm.cyclopoid,copepod,6.635802469,5.340749847
30,51.42,A,0,kellicottia,rotifer,5.709876543,0.335493827
30,50.335,W,0,kellicottia,rotifer,6.481481481,0.374074074
30,51.42,A,0,keratella,rotifer,4.706790123,0.001123397
30,50.335,W,0,keratella,rotifer,5.864197531,0.012508512
30,51.42,A,0,latona.glacialis,cladoceran,0,NA
30,50.335,W,0,latona.glacialis,cladoceran,0,NA
30,51.42,A,0,lecane,rotifer,0,0.047192156
30,50.335,W,0,lecane,rotifer,0,0.047192156
30,51.42,A,0,lepadella,rotifer,0.077160494,0.000678456
30,50.335,W,0,lepadella,rotifer,0,0.000629856
30,51.42,A,0,leptodiaptomus.minutus,copepod,0.231481481,4.215799422
30,50.335,W,0,leptodiaptomus.minutus,copepod,0.154320988,4.359802365
30,51.42,A,0,leptodora.kindtii,cladoceran,0.154320988,0.009234568
30,50.335,W,0,leptodora.kindtii,cladoceran,0,0.008
30,51.42,A,0,mesocyclops.edax,copepod,0,7.921666339
30,50.335,W,0,mesocyclops.edax,copepod,0.308641975,9.618671086
30,51.42,A,0,microcyclops.varicans,copepod,1.388888889,0.723423296
30,50.335,W,0,microcyclops.varicans,copepod,3.086419753,1.285373978
30,51.42,A,0,monostyla,rotifer,0.154320988,0.138518519
30,50.335,W,0,monostyla,rotifer,0,0.12
30,51.42,A,0,nauplii,copepod,6.095679012,5.493936146
30,50.335,W,0,nauplii,copepod,5.864197531,5.450746725
30,51.42,A,0,orthocyclops.modestus,copepod,0.154320988,8.685929418
30,50.335,W,0,orthocyclops.modestus,copepod,0,6.725782896
30,51.42,A,0,ploesoma,rotifer,0.385802469,0.001930413
30,50.335,W,0,ploesoma,rotifer,0.771604938,0.002610154
30,51.42,A,0,polyarthra,rotifer,0.385802469,0.000775485
30,50.335,W,0,polyarthra,rotifer,0.308641975,0.000624936
30,51.42,A,0,pompholyx,rotifer,0,0.000263009
30,50.335,W,0,pompholyx,rotifer,0,0.000263009
30,51.42,A,0,scaphaloberis.mucronata,cladoceran,0,2.007517497
30,50.335,W,0,scaphaloberis.mucronata,cladoceran,0,2.007517497
30,51.42,A,0,sida.crystallina,cladoceran,0,9.988822074
30,50.335,W,0,sida.crystallina,cladoceran,0,9.988822074
30,51.42,A,0,skistodiaptomus.oregonensis,copepod,0.077160494,6.22739424
30,50.335,W,0,skistodiaptomus.oregonensis,copepod,0.154320988,6.431020739
30,51.42,A,0,synchaeta,rotifer,0.231481481,0.000558336
30,50.335,W,0,synchaeta,rotifer,0,0.000461136
30,51.42,A,0,trichocerca,rotifer,0,0.066205139
30,50.335,W,0,trichocerca,rotifer,0.308641975,0.081637238
30,51.42,A,0,trichotria,rotifer,0,0.000300038
30,50.335,W,0,trichotria,rotifer,0,0.000300038
30,51.42,A,0,tropocyclops.prasinus.extensus,copepod,1.234567901,2.916572811
30,50.335,W,0,tropocyclops.prasinus.extensus,copepod,0.462962963,1.789090407
30,51.42,A,0,tylotrocha,rotifer,0.154320988,0.033131945
30,50.335,W,0,tylotrocha,rotifer,0,0.028702933
40,61.07,A,0,anuraeopsis,rotifer,0.092592593,0.003277777
40,60.135,W,0,anuraeopsis,rotifer,0,0.002999999
40,61.07,A,0,ascomorpha,rotifer,1.759259259,0.000344985
40,60.135,W,0,ascomorpha,rotifer,1.62037037,0.000345343
40,61.07,A,0,asplancha,rotifer,1.111111111,0.004313666
40,60.135,W,0,asplancha,rotifer,0.231481481,0.002227783
40,61.07,A,0,bipalpus,rotifer,0.185185185,0.000606594
40,60.135,W,0,bipalpus,rotifer,0.115740741,0.000543294
40,61.07,A,0,bosmina.longirostris,cladoceran,0.277777778,2.429696829
40,60.135,W,0,bosmina.longirostris,cladoceran,1.62037037,4.488855776
40,61.07,A,0,brachionus,rotifer,0,0.000626808
40,60.135,W,0,brachionus,rotifer,0,0.000626808
40,61.07,A,0,ceriodaphnia.dubia,cladoceran,0.925925926,0.953136557
40,60.135,W,0,ceriodaphnia.dubia,cladoceran,0.810185185,0.79943302
40,61.07,A,0,chydorid.spp,cladoceran,0,1.535838575
40,60.135,W,0,chydorid.spp,cladoceran,0,1.535838575
40,61.07,A,0,chydorus.sphaericus,cladoceran,0.185185185,0.646644283
40,60.135,W,0,chydorus.sphaericus,cladoceran,0,0.479491816
40,61.07,A,0,collotheca.pelagica,rotifer,0.462962963,0.013562853
40,60.135,W,0,collotheca.pelagica,rotifer,0.231481481,0.009774661
40,61.07,A,0,conochilus,rotifer,0,0.05
40,60.135,W,0,conochilus,rotifer,5.555555556,0.327777778
40,61.07,A,0,cyclops.scutifer,copepod,0.185185185,3.674327861
40,60.135,W,0,cyclops.scutifer,copepod,0,2.999700725
40,61.07,A,0,daphnia.longiremus,cladoceran,1.111111111,0.903909349
40,60.135,W,0,daphnia.longiremus,cladoceran,1.62037037,1.230307997
40,61.07,A,0,daphnia.mendotae,cladoceran,0.740740741,19.18630506
40,60.135,W,0,daphnia.mendotae,cladoceran,0.462962963,18.05434954
40,61.07,A,0,diacyclops.thomasi,copepod,0.462962963,1.344664333
40,60.135,W,0,diacyclops.thomasi,copepod,0.810185185,0.85739218
